high_rise,lst,elevation,area_sqm,centroid_x,centroid_y,cate
1,26.28000000000003,271.0,940.2274476572156,106.510982136786,29.515044151637216,-0.18519118964692183
1,29.19000000000005,289.0,831.5801194727122,106.43390945808954,29.482119611951223,0.26446199247192226
1,26.653333333333364,290.0,686.622126565459,106.51261167441696,29.60503535483068,-0.11953254701592897
1,28.16391304347832,381.0,859.1442636258741,106.55300912042308,29.658956146235507,-0.02438744804000592
1,26.79000000000002,352.0,1082.499614079274,106.50887238124614,29.57777617771785,0.04501157421472257
1,25.693030303030355,232.0,81.36955244087656,106.51968423474322,29.562984831321245,-0.0875210697845219
1,26.57588235294122,258.0,119.2352909152258,106.50463556620396,29.509332924116507,-0.2708703024386452
1,24.45055555555558,196.0,1577.879806537173,106.53363215381977,29.483773362867485,-0.23412207234602178
1,25.988125000000025,319.0,726.5720334670501,106.54373139618602,29.589655395095825,-0.29712055852621333
1,26.816451612903226,268.0,584.7659154902419,106.49927681485651,29.51837621266261,0.46272429490893785
1,24.19642857142861,241.0,928.769152019767,106.2575969733426,29.28569445597922,-0.43083303448441157
1,26.11545454545461,233.0,1021.038521595578,106.53668391267512,29.57165172847285,0.29554370067235425
1,28.96931034482759,322.0,873.2454086045523,106.46211565163809,29.498269835694657,-0.5757772760095747
1,24.93342857142858,340.0,248.55718165697493,106.49214995319296,29.54680648865354,0.31046295792761214
1,28.34478260869565,350.0,744.966613276345,106.61119433422829,29.71693313047256,0.4355998870177977
1,25.5094285714286,365.0,628.081777451827,106.5155181201391,29.5417376869974,0.43165288230269283
1,25.6968571428572,284.0,662.7478503404717,106.54474906589834,29.52488671528977,-0.40232496550548547
1,26.363529411764773,259.0,123.89576543231586,106.52598369260114,29.57435214393362,0.2521119245350967
1,27.77083333333337,439.0,438.6635241293036,106.60330943241482,29.693385246089267,0.3322295900509822
1,26.699375000000032,273.0,704.1424177900375,106.46008490783817,29.55818600476582,0.10747728925941047
1,25.903333333333364,319.0,357.1612456726268,106.50050341731576,29.67537499673543,-0.15296987327161204
1,28.023846153846197,246.0,865.2364556893366,106.519189573538,29.371172229182623,0.12544575753857146
1,26.92642857142863,315.0,437.72350365925246,106.31539032252714,29.523487097225026,0.7120343404155776
1,26.77896551724143,284.0,422.72620245959774,106.37946212568464,29.588253009018253,0.5396571638219534
1,29.132857142857176,337.0,681.5551119429979,106.60665103435387,29.706447723794223,0.14597137020788153
1,25.74235294117648,210.0,589.8100333370348,106.64640956594954,29.601231774696668,1.4979137951898167
1,26.77000000000004,270.0,315.6861144613874,106.50581969926132,29.590806725026614,0.5099032213877273
1,27.85260869565218,351.0,254.0761521244153,106.47840001229156,29.741456075697474,1.4847562379712507
1,24.434117647058827,255.0,85.90085225441433,106.59118815400006,29.59814003226669,0.05901960187888733
1,26.795000000000016,289.0,1188.3089327970786,106.51829071082145,29.58487992380764,-0.2748202858533588
1,26.83160000000004,315.0,886.907678046078,106.60007971878,29.673012910234384,-0.7084667732287215
1,25.903333333333364,302.0,735.8382348762541,106.50299120814202,29.67453871973145,-0.19848951914838864
1,25.032352941176494,275.0,228.8184977164818,106.5690628568136,29.50642455259232,-0.036310408631297975
1,26.59647058823532,290.0,930.0078266493792,106.55842431812104,29.523257474269325,-0.02278206227305546
1,25.59125,217.0,25.82038289278093,106.44001081333336,29.59988453640009,0.16992212530505668
1,26.28000000000003,271.0,492.504865143256,106.51151786129014,29.51401557886344,-0.2758591037158027
1,26.699375000000032,273.0,1518.6854573345993,106.46010338536298,29.55948004677612,0.008048016531880364
1,27.295999999999992,217.0,748.2513018344256,106.53478631824424,29.439485938622727,0.25479894177254536
1,27.209230769230828,332.0,23.70800586072147,106.59664776233338,29.386745545166683,0.23662660762456156
1,28.59923076923081,289.0,51.04413967109052,106.56091462224914,29.638460890802293,1.5130527533503866
1,24.674444444444475,263.0,477.3195268037649,106.58650525502942,29.42287158400373,-0.5425389774015912
1,26.59647058823532,306.0,185.74129900527208,106.56294349436315,29.52473947731887,-0.031681732648774386
1,28.20200000000005,273.0,2331.7284140030138,106.59305288338172,29.653700285500125,0.2833780531928767
1,24.496875000000045,220.0,68.55515332469137,106.4363719716667,29.82406486920002,-0.19606686746229585
1,28.160000000000025,303.0,817.8977285899,106.45146347324236,29.53678170920444,0.919165157855339
1,27.055161290322587,395.0,584.900100606523,106.47297526822462,29.54326767652112,-0.18259726549701227
1,26.488620689655196,239.0,247.17864125660856,106.49207536421672,29.374688346439235,-0.8406178256314227
1,26.58200000000005,207.0,94.06489199703412,106.44172757464268,29.64526478311881,0.3248142261059179
1,27.68923076923079,297.0,610.7717759897787,106.3016898877334,29.553267496383278,0.8948775060546197
1,25.061764705882357,195.0,858.8493039753805,106.55717522057802,29.56545451270799,0.66848294895075
1,27.67083333333335,209.0,973.4084590154253,106.6609817580048,29.49920522471523,0.8567899091983904
1,26.930606060606124,270.0,41.459955915096586,106.5658730504546,29.51097417157532,0.260431394473958
1,26.5107142857143,301.0,1001.363920126741,106.55214245836432,29.81260717362402,0.15887093279670594
1,26.298695652173933,331.0,760.14592563735,106.65093580519584,29.786457740074027,-0.8523986310970244
1,27.19482758620694,304.0,1230.6993743887872,106.52730093708232,29.60389080905498,0.012536171540638463
1,25.38333333333333,267.0,696.7897433853586,106.51160112328716,29.441928780412216,-0.0018149542931347185
1,26.77000000000004,289.0,123.89248628216566,106.50867350677257,29.59406120992768,0.12469449276374434
1,23.806774193548392,221.0,793.5693751058253,106.50925814001896,29.474482870393285,-0.43102147813284475
1,25.31594594594594,234.0,832.6480537542916,106.53733592382936,29.493721245250214,0.4179835768933948
1,26.29411764705884,271.0,1065.1252180462443,106.515305564707,29.524058473737984,-0.40085607640899923
1,25.94500000000005,219.0,291.19199408927176,106.42313094525733,29.82069833446689,-0.3251179654577179
1,29.383600000000055,292.0,1036.039117682342,106.44761372770448,29.532464426674267,-0.6019074039658818
1,26.99695652173915,391.0,63.61302793178199,106.62130906127956,29.75634141884677,0.10424177424558323
1,25.399677419354877,244.0,823.6241862844429,106.40001750539916,29.803767926419088,-0.09549300723475085
1,26.22764705882355,250.0,725.4146329969687,106.48798616269828,29.56888129674539,-0.27126642973528803
1,26.795000000000016,313.0,1324.1852226766675,106.51496354283644,29.58287244387232,-0.3853655508003726
1,30.060769230769267,303.0,6.465141155279145,106.44215078666667,29.52107832386673,-1.011722707077304
1,27.985000000000014,267.0,382.54632567646274,106.50525042100972,29.58256447073259,-0.13214337249912944
1,26.978666666666697,249.0,251.90391421342076,106.43813494062348,29.56160753833897,-0.1363394940243765
1,23.70085714285716,236.0,562.4965757516129,106.44170798192074,29.82431459222212,-1.1503159670885807
1,26.658000000000012,281.0,389.65904872861,106.4755066746869,29.48359212125853,-0.7401326749948467
1,26.13187500000004,264.0,1747.6480000748236,106.43474360224992,29.57228894294995,0.01985482556497331
1,25.988125000000025,325.0,318.604532078015,106.54543249111602,29.58770638214856,-0.6346727246349317
1,26.601515151515173,277.0,2173.542662356116,106.53209805147398,29.578348529420147,-0.11173588829750614
1,25.420000000000016,224.0,9.68345967252404,106.5598522563334,29.5739444400334,0.3390793358167308
1,28.376060606060605,271.0,54.74269550886165,106.58289751966323,29.63969370738143,0.7652953146953294
1,27.74384615384622,327.0,786.3322563378085,106.3534700895592,29.397736641359533,-0.024836130444835902
1,26.561875000000043,314.0,615.0968871243473,106.51834256128852,29.59063742676516,-0.17654120604708723
1,26.59647058823532,291.0,938.5658792650078,106.5584276700052,29.526685349447003,-0.15457435514279183
1,26.913225806451635,401.0,2128.0203377630846,106.47752866755486,29.54085852293356,0.07996631432375167
1,26.4840740740741,294.0,920.0606032518256,106.28403769354256,29.58534999604071,-0.23415085287238924
1,27.798148148148183,251.0,425.09076762357546,106.65130977127676,29.492521071801445,-0.4817044609858101
1,26.699375000000032,282.0,259.7171377715448,106.4644308404136,29.5568961153846,0.05457295273688345
1,26.653333333333364,270.0,695.3263475736977,106.51051094068244,29.59980712952937,0.17324534088378485
1,24.818387096774245,248.0,604.5513056010764,106.45700805443074,29.59438599450444,0.3635082691826632
1,26.90161290322584,225.0,461.9758990885449,106.4488393084952,29.56829480685076,0.005356078347347193
1,26.77000000000004,292.0,11.311464281280571,106.5108532273334,29.59530163750001,-0.05125979329350727
1,27.85260869565218,337.0,486.66641061311645,106.4790342273826,29.74193595032004,1.4500530397509053
