exposure,response
2.441458477598223,22.602825292468086
2.908761994270134,22.602193034562358
3.3760655109420448,22.59707527233305
3.843369027613955,22.58674095670605
4.310672544285866,22.570409555619715
4.777976060957776,22.547262528362406
5.245279577629687,22.516460007418907
5.712583094301598,22.47716335419649
6.179886610973509,22.428563947904948
6.64719012764542,22.36991806714438
7.114493644317331,22.300587017063542
7.581797160989241,22.220080764224825
8.049100677661151,22.12810234358903
8.516404194333063,22.02458933847031
8.983707711004973,21.909748004714167
9.451011227676883,21.784075344475305
9.918314744348795,21.648364838571585
10.385618261020706,21.503692730719752
10.852921777692616,21.351383672892197
11.320225294364526,21.192956946730686
11.787528811036438,21.030056962619707
12.254832327708348,20.864373819343996
12.72213584438026,20.69756095016387
13.18943936105217,20.531157032781124
13.65674287772408,20.36651840267884
14.124046394395991,20.204766430554635
14.591349911067901,20.0467521176878
15.058653427739813,19.893037980944698
15.525956944411723,19.743895518434456
15.993260461083635,19.599315395658294
16.460563977755545,19.45902703404459
16.927867494427456,19.322524448736896
17.395171011099364,19.189095819399665
17.862474527771276,19.057855207330313
18.329778044443188,18.927775882456437
18.7970815611151,18.797725743810105
19.26438507778701,18.666506170388146
19.731688594458923,18.53289618665708
20.198992111130828,18.395703909370745
20.66629562780274,18.253826679720042
21.13359914447465,18.106319906487695
21.600902661146563,17.952472367212632
22.068206177818475,17.791882659192193
22.535509694490386,17.624528129733534
23.002813211162298,17.45081483532831
23.470116727834203,17.27159609500677
23.937420244506114,17.0881491898313
24.404723761178026,16.902105271044086
24.872027277849938,16.71533592871587
25.33933079452185,16.529809124650022
25.80663431119376,16.347434450939726
26.273937827865673,16.169920388127448
26.741241344537578,15.998663360662595
27.20854486120949,15.83468092144658
27.6758483778814,15.67859190340101
28.143151894553313,15.53063778217561
28.610455411225225,15.390733900105293
29.077758927897136,15.25853729130214
29.545062444569048,15.1335190403433
30.012365961240953,15.01503215218148
30.479669477912864,14.90236951708908
30.946972994584776,14.794809782291487
31.414276511256688,14.691651315016685
31.8815800279286,14.592235865354372
32.34888354460051,14.495964146705987
32.81618706127242,14.402305573101465
33.28349057794433,14.310804053550672
33.75079409461624,14.221081229679632
34.21809761128815,14.132837989019313
34.68540112796006,14.045854583462763
35.152704644631974,13.95998928932556
35.620008161303886,13.875175297924667
36.0873116779758,13.79141544093063
36.55461519464771,13.708774431800403
37.02191871131962,13.62736852171583
37.489222227991526,13.547352782569979
37.95652574466344,13.468906579369284
38.42382926133535,13.392218109256643
38.89113277800726,13.317469097653865
39.35843629467917,13.244820806263041
39.825739811351085,13.174402405938666
40.293043328022996,13.106302517433551
40.7603468446949,13.04056437184571
41.22765036136681,12.977184654057252
41.694953878038724,12.916115731066357
42.162257394710636,12.85727068388618
42.62956091138255,12.800530385577426
43.09686442805446,12.745751804290414
43.56416794472637,12.692776744807645
44.031471461398276,12.641440348989791
44.49877497807019,12.59157882477839
44.9660784947421,12.543036037417469
45.43338201141401,12.495668753894764
45.90068552808592,12.449350468283303
46.367989044757834,12.403973844603241
46.835292561429746,12.359451893321923
47.30259607810165,12.31571804954984
47.76989959477356,12.272725349227374
48.237203111445474,12.230444908753073
48.704506628117386,12.188863908190324
