dis_ID,district,sub_ID,subdist,pop1851,pop_house,supplier,supplierID,perc_sou,perc_lam,perc_other,lam_degree,d_overall,d_sou,d_lam,d_pump,d_thames,d_unasc,rate_sou7w,rate_lam7w,rate_oth7w,deaths1849,deaths1854,rate1849,rate1854,pop1849,pop1854,rAvSupR_49,rAvSupR_54,pred_Snow,pred_DiD49,pred_DiD54
1,Bermondsey,4,St. James Bermondsey,18899,       6.600000000000000,SouthwarkVauxhall,1,       1.000000000000000,       0.000000000000000,       0.000000000000000,dirty_none,123,102,0,0,21,0,      53.308247099404198,,,249,362,     143.218681697917987,     189.192014215532993,17386,19134,     134.861082944635996,     146.611473630214988,156,     199.389366514226992,     201.780519354669991
8,St. Saviour Southwark,1,St. Saviour Southwark,19709,       7.300000000000000,SouthwarkVauxhall,1,       0.826838241360855,       0.000000000000000,       0.173161758639145,dirty_none,125,115,0,0,10,0,      69.082618750030207,,      28.683987104602000,283,371,     145.636064223960005,     184.274574082351990,19432,20133,     134.861082944635996,     146.611473630214988,153,     151.964563211291988,     153.786979839228991
7,St. Olave Southwark,2,St. Olave Southwark,8015,       9.100000000000000,SouthwarkVauxhall,1,       1.000000000000000,       0.000000000000000,       0.000000000000000,dirty_none,53,43,0,0,5,5,      53.649407361197802,,,157,161,     195.882719900186999,     200.873362445415012,8015,8015,     134.861082944635996,     146.611473630214988,160,     199.389366514226992,     201.780519354669991
7,St. Olave Southwark,3,St. John Horsleydown,11360,       7.700000000000000,SouthwarkVauxhall,1,       0.837218925169546,       0.000000000000000,       0.162781074830454,dirty_none,51,48,0,0,3,0,      49.815513384565897,,      16.013259916745199,192,148,     172.972972972972997,     128.595012598836007,11100,11509,     134.861082944635996,     146.611473630214988,160,     154.459192654916990,     156.311525824464013
8,St. Saviour Southwark,13,Christchurch Southwark,16022,       8.500000000000000,SouthwarkVauxhall_Lambeth,2,       0.180344000405701,       0.807444777328033,       0.012211222266266,more_Lambeth,25,11,13,0,0,1,      37.033724118761100,       9.775453705700739,       0.000000000000000,256,113,     162.746344564525998,      68.609593199757100,15730,16470,     130.102049315507003,      84.857853932546803,57,     138.975992659534000,      51.239984749301598
3,Lambeth,20,Waterloo Road (1st),14088,       8.100000000000000,SouthwarkVauxhall_Lambeth,2,       0.236591800156837,       0.763408199843163,       0.000000000000000,more_Lambeth,10,9,1,0,0,0,      26.196682426514599,       0.902083323283285,,193,58,     139.784167451293001,      39.942152744301403,13807,14521,     130.102049315507003,      84.857853932546803,57,     144.329151224566004,      56.226195671793803
3,Lambeth,21,Waterloo Road (2nd),18348,       8.400000000000000,SouthwarkVauxhall_Lambeth,2,       0.373706039101636,       0.626293960898365,       0.000000000000000,less_Lambeth,36,25,8,1,2,0,      35.835387115293500,       6.842486839538710,,243,117,     133.980261344213005,      62.674094707520901,18137,18668,     130.102049315507003,      84.857853932546803,75,     152.954293796205008,      70.731109933646806
6,St. George Southwark,15,Borough Road,15862,       7.700000000000000,SouthwarkVauxhall_Lambeth,2,       0.561958173830184,       0.438041826169816,       0.000000000000000,less_Lambeth,71,61,7,0,0,3,      66.972485127802798,       9.859457769682299,,312,270,     199.552286536617004,     166.584402764066994,15635,16208,     130.102049315507003,      84.857853932546803,103,     165.642081238200007,      96.929431082658695
6,St. George Southwark,14,Kent Road,18126,       7.100000000000000,SouthwarkVauxhall_Lambeth,2,       0.683466864932690,       0.225837246859177,       0.090695888208133,less_Lambeth,57,52,5,0,0,0,      40.185228699602298,      11.693782144975801,       0.000000000000000,267,174,     156.911142454160995,      91.903026461733504,17016,18933,     130.102049315507003,      84.857853932546803,128,     157.181045204268003,     119.930450079891997
3,Lambeth,22,Lambeth Church (1st),18409,       7.500000000000000,SouthwarkVauxhall_Lambeth,2,       0.169753126295116,       0.830246873704884,       0.000000000000000,more_Lambeth,18,6,9,0,1,2,      19.200090305140701,       5.888505198282850,,215,49,     116.790700200988994,      26.617415394643899,18409,18409,     130.102049315507003,      84.857853932546803,49,     140.302747440205991,      50.274990129692398
